Day,Date,Week,Start Time,Hour,Source,Purpose of contact,Description,Is the enquirer a student?,Category,Action Taken,Is the case forwarded to officer-in-charge?,Has the problem resolved?,Attended by,Closed by,End Date,End Time,,,,,,,,,,,,,,,
Wednesday,23/11/2022,4,16:34:00,16,Email,Enquiry,Pertanyaan tentang mengulang peperiksaan,Yes,Exams,Adviced Accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,23/11/2022,4,21:32:00,21,Email,Enquiry,Pertanyaan tentang sambungan kelas selepas youth alive,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,23/11/2022,4,00:56:00,0,Email,Transaction,Pembayaran Pendaftaran DPI,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,23/11/2022,4,10:18:00,10,Email,Transaction,bayaran untuk peperiksaan Ulangan Aqidah,Yes,Exams,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,23/11/2022,4,20:21:00,20,Email,Transaction,Yuran Peperiksaan Khas,Yes,Exams,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,23/11/2022,4,21:42:00,21,Email,Enquiry,Mahu peperiksaan khas,Yes,Exams,Adviced Accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,23/11/2022,4,10:23:00,10,Email,Transaction,Registration Fee for Program Takrif Islam,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,23/11/2022,4,10:42:00,10,Counter,Transaction,Registration Fee For Program Takrif Islam,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,10:40:00,10,Counter,Transaction,Handed over BIRKH documents - Nur Hamizah Binte Rosidin,Yes,General,Handed over documents to Ustaz Afiq Zikry,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,10:58:00,10,Counter,Transaction,"Collect cert - COH6 SPIm Ahad Aljunied - Herawati Jemain, Nurrulhudah Binte Mohamed Shariff, Nurulfathin Bte Rusli, Sahriah Binte Mohamad Amsah",Yes,Certificate,Issued certs,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,14:25:00,14,Counter,Transaction,Buy book - Arabic Penmanship Workbook only (1 copy) - MUAZ AL-JABAL BIN ZAINOL ABIDIN,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,15:00:00,15,Counter,Transaction,Self-collect book - Arabic Penmanship (1 copy) - Nurazilah Bte Mohamad Bahtihar (Ref No: 14658),Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,15:05:00,15,Counter,Transaction,Submit GIRO form - Nurazilah Bte Mohamad Bahtihar,Yes,Fees,Received form and handed over to Finance Dept,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,15:19:00,15,Counter,Transaction,Collect cert - COH4 SLPIe Isn&Rabu - Yap Salleha Binte Abdullah,Yes,Certificate,Issued cert,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,17:36:00,17,Phone,Enquiry,I want to inquire regarding the Program Takrif Islam (PTI) English they put the deadline as Nov 2022 but which date of November is it?,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,17:46:00,17,Counter,Transaction,Handed over BIRKH documents - Norshahidah,Yes,General,Handed over documents to Ustaz Afiq Zikry,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,18:00:00,18,Email,Enquiry,Mahu peperiksaan khas SPI,Yes,Exams,Need documents to prove why did not attend the exams,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,09:25:00,9,Email,Transaction,Registration / Payment - Program Takrif Islam,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,17:31:00,17,Email,Enquiry,ketidakhadiran anda pada pengajian 27 Nov 2022,No,Classes,Excused and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,17:41:00,17,Email,Transaction,pembayaran program SLPI untuk pendaftaran Januari,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,18:00:00,18,Email,Enquiry,Pendaftaran untuk peperiksaan ulangan Fiqh,Yes,Exams,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,11:18:00,11,Email,Enquiry,Daftar bagi Sijil Lanjutan Pengajian Islam (SLPI),No,General,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,24/11/2022,4,08:53:00,8,Email,Transaction,Pendaftaran untuk Pengajian Al-Quran Peringkat Pertengahan,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,11:00:00,11,Phone,Enquiry,"From PTI wants to go to SPI mingguan, need to register again?",Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,11:07:00,11,Counter,Transaction,Buy book - Arabic Penmanship Workbook only (1 copy) - Thahirah Kamarudin,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,11:31:00,11,Phone,Enquiry,PTI English course information,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,12:03:00,12,Phone,Enquiry,Untuk Coh 9 Madrasah Aljunied sesi pagi. Terima emel tentang CCA Arabic Penmanship. Adakah is sama dengan Coh 9 punya CCA tahun lalu? - Maznah,Yes,Classes,Referred to Ustazah Zahirah,Yes,Pending,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,13:30:00,13,Counter,Transaction,Self-collect book - Arabic Penmanship (1 copy) - Muhamad Rayhan Bin Mohamed Junsly (Ref No: 14689),Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,13:35:00,13,Counter,Transaction,Self-collect book - Arabic Penmanship (1 copy) - Muhammad Zulikram Bin Haji Awalludin (Ref No: 14681),Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,17:00:00,17,Counter,Transaction,"Self-collect book - Arabic Penmanship (3 copies) - Nur Insyirah Binte Amran (Ref No: 14693), Nur Hayati Binte Mod Nor and Nur 'Aisha Bte Roslan",Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,17:18:00,17,Counter,Transaction,Collect cert - COH4 SLPIe Isn&Rabu - NURASYIRIN BINTE MOHAMAD,Yes,Certificate,Issued cert,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,17:22:00,17,Counter,Transaction,Buy book - Arabic Penmanship Workbook only (1 copy) - Khadijah Binte Mansor,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,17:35:00,17,Counter,Transaction,Buy book - Arabic Penmanship Workbook only (1 copy) - SITI NURDIYANA BTE MOHD IBRAHIM,Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,17:54:00,17,Counter,Transaction,Handed over BIRKH documents - Eddy Asmara Bin Rahman,Yes,General,Handed over documents to Ustaz Afiq Zikry,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,12:05:00,12,Email,Enquiry,Pertanyaan tentang kokurikulum,Yes,Exams,Adviced Accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,18:43:00,18,Counter,Transaction,"Self-collect book - Arabic Penmanship (3 copies) - Sarimah Bte Soeradi (Ref No: 14672 & 14690), Salimah Binte Haji Hassan and Norullayaley Binte Mohd Ikbal",Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,15:31:00,15,Email,Transaction,Payment for Nurdianah & Raden Ishkandar (PTI Eng),No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,20:17:00,20,Email,Transaction,pendaftaran anda bagi Sijil Pengajian Islam (SPI),No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Friday,25/11/2022,5,08:44:00,8,Email,Transaction,Pembayaran untuk kelas Sijil Pengajian Islam 2023,No,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,09:53:00,9,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Nura'shiken binti Sehat,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,09:57:00,9,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Qistina Camelia Binte Mohamad Nizam,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,10:28:00,10,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Muhammad Deen Haqim Bin Juhari,Yes,Books,Received payment and issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,10:44:00,10,Counter,Transaction,Sign contract - Ustazah Wan Nurhidayah Binte Wan Aziz,No,General,Received contract,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,11:08:00,11,Counter,Transaction,Buy book - Arabic Penmanship (3 copies) - Wan Norzana Bte Syed Mohamed,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,11:34:00,11,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Agil Bin Mohd Noor,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,11:37:00,11,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Muhammad Hafiz Bin Zakaria,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,11:45:00,11,Counter,Transaction,Self-collect book - Arabic Penmanship (1 copy) - Rozanah Jalil (Ref No: 14671),Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,14:25:00,14,Counter,Transaction,Self-collect book - Arabic Penmanship (1 copy) - Fatin Humaira Binte Mohd Ashik (Ref No: 14701),Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,14:48:00,14,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Faezah Binte Rahman,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,15:20:00,15,Counter,Transaction,Registration and payment for PAQ1 - Adam Uzair Bin Al-Rashidi,Yes,Registration,Received payment and registration form,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,15:30:00,15,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Aziela Roza Binte Azmi,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,16:00:00,16,Counter,Transaction,Registration and payment for PTI Mon - Uwais Bin Mohammad Saus and Nafil Bin Mohammad Saus,Yes,Registration,Received payment and registration form,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,16:45:00,16,Counter,Transaction,Self-collect book - Arabic Penmanship (1 copy) - Muhammad Nazrin Bin Jumahat (Ref No: 14682),Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,17:08:00,17,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Nur Sabiha Binte Rahman and Siti Afiqah Binte Samat,Yes,Books,Issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,17:34:00,17,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Muhammad Ghazi Bin Huzir,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,12:15:00,12,Email,Enquiry,Pertanyaan tentang kelas Al-Quran,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,19:21:00,19,Email,Transaction,payment untuk peperikaaan khas,Yes,Exams,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,14:13:00,14,Email,Enquiry,ketidakhadiran pada pengajian 3 Disember 2022,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,18:00:00,18,Email,Enquiry,Withdrawal from DPI,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,19:11:00,19,Email,Enquiry,Withdraw from DPI studies (Batch 14),Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,15:19:00,15,Email,Transaction,payment for PTI English,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Saturday,26/11/2022,5,21:03:00,21,Email,Transaction,pembayaran untuk pendaftaran Program Takrif Islam.,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,09:00:00,9,Counter,Enquiry,Self collect book - order #14713 - Suzinah Binte Mohamad Shariff,Yes,Books,Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,09:05:00,9,Counter,Transaction,Buy 2 IPIP Book - Pay now by 249-35763-4 - Tajwid asas,Yes,Books,Received payment and issued books,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,09:10:00,9,Counter,Transaction,Buy IPIP Book - Tajwid asas - S7233571F,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,11:20:00,11,Counter,Enquiry,Pertanyaan tentang BIRKH - Muhammad Faiz Bin Abdul Kadir,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,12:20:00,12,Counter,Transaction,Registration for BIRKH - S1533941A,No,Registration,Received payment and form,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,00:45:00,0,Email,Transaction,Pembayaran yuran pendaftaran (DPI),No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,00:05:00,0,Email,Transaction,Yuran SPI,No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,20:58:00,20,Email,Transaction,pendaftaran anda bagi Sijil Pengajian Islam (SPI),No,Registration,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,14:26:00,14,Email,Transaction,Bayaran SPI Mingguan,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,15:44:00,15,Email,Enquiry,peperiksaan ulangan bagi Hafalan Surah Al-Kahfi ayat 29-56 dan 57-84,Yes,Exams,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Sunday,27/11/2022,5,01:14:00,1,Email,Enquiry,ketidakhadiran pada pengajian 27 November dan 4 Disember 2022,Yes,Classes,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,11:25:00,11,Phone,Enquiry,Pertanyaan tentang Program Takrif Islam,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,14:00:00,14,Counter,Enquiry,Collect Bachelors robe - Fatin Nurfatiha binte Awaludin,Yes,General,Issued robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,14:15:00,14,Counter,Enquiry,Collect Bachelors robe - Nurul Aisha Binte Omar,Yes,General,Issued robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,15:30:00,15,Counter,Transaction,Pay Reg FeeS7503025H Wafei Hidayat Nasron - BIRKH,No,Registration,Received payment and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,15:35:00,15,Counter,Transaction,Pay Reg Fee and Ipip Books - T0005057H Ahmad Zikri Bin Sa'dollah - SLPI,Yes,Registration,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,15:40:00,15,Counter,Transaction,Buy IPIP Books - S9809876C Muhammad Adib Amali Bin Rohaizat,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,14:58:00,14,Phone,Enquiry,pertanyaan tentang Program Takrif Islam,Yes,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,17:05:00,17,Phone,Enquiry,Pertanyaan tentang buku Arabic Penmanship,Yes,Books,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,17:20:00,17,Counter,Enquiry,collect certificate - Khadijah Binti Samsudin,Yes,Certificate,Issued Certificate,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,17:30:00,17,Counter,Transaction,Pay Fees - S7317100H Uswatun Hasanah Bte Abu Bakar,Yes,Fees,Received payment and adviced accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,00:05:00,0,Email,Transaction,pendaftaran anda bagi Sijil Pengajian Islam (SPI),No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Monday,28/11/2022,5,18:16:00,18,Email,Transaction,payment for the course Program Takrif Islam,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,10:40:00,10,Counter,Enquiry,Collect graduation robe - Nur Sarah Melissa Binti Atan Abdullah,Yes,General,Issued graduation robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,11:15:00,11,Counter,Enquiry,Collect graduation robe - Nur Khairiyyah Binte Nordin,Yes,General,Issued graduation robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,11:20:00,11,Phone,Enquiry,Pertanyaan tentang PAQ 1 dan 2 - Hamidah Abdul Wahab,No,General,Adviced Accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,12:20:00,12,Counter,Enquiry,Collect graduation robe - Syuhaidah Husna Binte Shahul Hamed,Yes,General,Issued graduation robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,12:30:00,12,Counter,Transaction,Buy Ipip book - arabic penmanship - Nur Ariqah Syakirah Bte Rosman,Yes,Books,Received payment Issued book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,14:15:00,14,Counter,Enquiry,collect certificate - Nordalifah Bte Mohd Shahril,Yes,Certificate,Issued Certificate,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,17:40:00,17,Counter,Enquiry,Collect graduation robe - Nor Hanisah Binti Ibrahim,Yes,General,Issued graduation robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,17:45:00,17,Counter,Enquiry,Collect graduation robe - Norshahida Binte Rohani,Yes,General,Issued graduation robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,18:30:00,18,Phone,Enquiry,Pertanyaan tentang company name check for general donation,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,21:09:00,21,Email,Transaction,Pendaftaran dan Pembayaran untuk Kursus SPI,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,10:09:00,10,Email,Transaction,SIJIL PENGAJIAN ISLAM (SPI) friday class,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,22:57:00,22,Email,Transaction,payment under Pergas GIRO deduction,No,Fees,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,15:37:00,15,Email,Transaction,pengambilan Peperiksaan Khas,Yes,Exams,Advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,07:54:00,7,Email,Transaction,yuran pengajian (DPI BT 12) : SITI MASTURAH BINTE MOHD RODHI,Yes,Fees,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,09:36:00,9,Email,Transaction,Bayaran buat pendaftaran PTI,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,23:30:00,23,Email,Transaction,pembayaran untuk pendaftaran Program Takrif Islam.,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Tuesday,29/11/2022,5,20:12:00,20,Email,Transaction,yuran pendaftaran bagi Program Takrif Islam (PTI),No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,11:00:00,11,Phone,Enquiry,Pertanyaan tentang pembayaran SPI,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,11:30:00,11,Phone,Enquiry,Pertanyaan tentang berapa bnyk kali tidak hadir ialah 75%,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,11:35:00,11,Phone,Enquiry,Pertanyaan tentang CPE for kursus councelling,Yes,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,12:35:00,12,Counter,Transaction,Buy IPIP Book - Arabic Penmanship - Diana Nursita Binte Abdul Latiff,Yes,Books,Received payment and issued Book,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,15:32:00,15,Phone,Enquiry,Dah register on Mon bila nak dapat confirmation email?,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,11:40:00,11,Email,Transaction,pendaftaran Sijil Pengajian Islam (SPI),Yes,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,17:40:00,17,Counter,Enquiry,Collect graduation robe - Masayu Adilah Binte Masagoes Mohd Ali,Yes,General,Issued graduation robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,18:15:00,18,Phone,Enquiry,Pertanyaan tentang PBA,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,18:20:00,18,Counter,Enquiry,Collect graduation robe - Nasirah Begum Binte Abdul Hamid,Yes,General,Issued graduation robe and adviced accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,16:56:00,16,Email,Enquiry,technical difficulty on google forms,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,07:50:00,7,Email,Transaction,Registration Payment for SPIR 2023,Yes,Registration,Received payment and advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,18:46:00,18,Email,Enquiry,Pertanyaan tentang PBA,No,General,Advised accordingly,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,07:50:00,7,Email,Transaction,Registration Payment for SPIR 2023,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,16:18:00,16,Email,Transaction,Pembayaran peperiksaan ulangan,Yes,Exams,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,20:07:00,20,Email,Transaction,Pembayaran untuk PAQ,Yes,Fees,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,19:45:00,19,Email,Transaction,pembayaran yuran pengajian,Yes,Fees,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Wednesday,30/11/2022,5,14:52:00,14,Email,Transaction,pembayaran untuk pendaftaran Program Takrif Islam.,No,Registration,Received payment and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/12/2022,1,10:53:00,10,Phone,Enquiry,PAQ1 - Class Ustaz Salimi this Sat online or F2F - Jumilah,Yes,Classes,Referred to Ustazah Zahirah and advised accordingly,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/12/2022,1,11:15:00,11,Counter,Transaction,Handed over exam papers - Ustazah Diwi Binte Abbas,No,Exams,Handed over to Ustaz Abdillah,Yes,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/12/2022,1,12:57:00,12,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Muhd Munir Bin Mohd Jumli,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
Thursday,1/12/2022,1,14:55:00,14,Counter,Transaction,Buy book - Arabic Penmanship (1 copy) - Syarifah Thahirah Binte Ali Akbar,Yes,Books,Received payment and issued books,No,Yes,NA,NA,NA,NA,,,,,,,,,,,,,,,
